Client_ID,Nom,Prenom,Type_Client,Statut_Client,Type_Compte,Age,Wilaya,Secteur_Activite,Type_Credit,Anciennete_Client_Ans,Revenu_Mensuel_DZD,Charges_Mensuelles_DZD,Montant_Credit_DZD,Echeance_Mensuelle_DZD,Duree_Credit_Mois,Taux_Interet_Pct,Utilisation_Credit_Pct,Historique_Paiement,Retards_30J,Retards_90J,Jours_Impayes,Decouvert_90J,Volatilite_Cashflow_Pct,Solde_Moyen_DZD,Garantie_Couverture_Pct
BNA004077,Khelifi,Rachid,PME,Actif,Compte courant,35,Sétif,Commerce,Crédit équipement,3.2,675200.0,346200.0,4345000.0,130800.0,36,5.3,74.2,0.188,0,0,45,1,59.2,367400.0,47.8
BNA004078,Amrani,Karim,Particulier,Inactif,Compte courant,45,Djelfa,Transport,Crédit d'investissement,0.9,143000.0,70500.0,1107000.0,25700.0,48,5.41,94.8,0.387,2,1,30,2,43.4,80800.0,59.8
BNA004079,Mansouri,Mourad,Particulier,Suspendu,Compte courant,23,Béjaïa,BTPH,Crédit d'exploitation,9.3,275100.0,53800.0,2152000.0,52300.0,48,7.81,23.0,0.806,1,0,0,0,29.3,703900.0,101.3
BNA004080,Hadji,Anis,Particulier,Actif,Compte courant,23,Tlemcen,Agriculture,Crédit d'investissement,3.7,112500.0,89300.0,1097000.0,19600.0,72,8.65,54.5,0.271,2,0,30,0,37.7,23300.0,51.4
BNA004081,Dahmani,Rachid,Particulier,Actif,Compte courant,45,Batna,Santé,Crédit d'investissement,12.0,94400.0,41900.0,564000.0,17800.0,36,8.33,64.5,0.374,1,0,15,2,27.6,25700.0,69.4
BNA004082,Zerrouki,Karim,Particulier,Actif,Compte courant,42,Annaba,Transport,Crédit équipement,9.6,87700.0,53500.0,487000.0,22400.0,24,9.5,56.7,0.228,1,0,150,2,25.3,64900.0,79.0
BNA004083,Djelloul,Ahmed,PME,Actif,Compte professionnel,24,Blida,Services,Crédit d'exploitation,3.8,1389500.0,803100.0,14705000.0,343900.0,48,5.78,50.4,0.272,4,1,45,1,38.6,-3000000.0,0.0
BNA004084,Djelloul,Mourad,Particulier,Actif,Compte courant,23,Djelfa,Agriculture,Crédit équipement,17.5,61100.0,33500.0,420000.0,8800.0,60,9.34,82.4,0.193,3,4,45,3,67.7,92700.0,82.6
BNA004085,Dahmani,Ilyes,Particulier,Actif,Compte courant,33,Blida,Santé,Crédit d'exploitation,2.2,122100.0,92500.0,1212000.0,22700.0,60,4.75,73.1,0.629,0,4,45,3,72.2,78000.0,101.1
BNA004086,Mokhtar,Yacine,Particulier,Actif,Compte courant,29,Sétif,Pharmacie,Crédit d'exploitation,2.8,67200.0,33100.0,455000.0,10700.0,48,5.83,57.8,0.536,1,0,60,4,49.2,59800.0,80.5
BNA004087,Belaid,Ilyes,Professionnel,Actif,Compte courant,23,Annaba,Santé,Crédit d'exploitation,6.0,81300.0,45100.0,446000.0,8800.0,60,6.94,89.2,0.218,1,3,60,4,39.5,-51400.0,79.2
BNA004088,Brahimi,Bilal,Particulier,Actif,Compte courant,58,Alger,Pharmacie,Crédit personnel,3.9,121600.0,91500.0,817000.0,14700.0,72,8.83,75.6,0.256,1,0,45,0,38.9,-102100.0,53.6
BNA004089,Chibani,Hichem,Particulier,Actif,Compte épargne,39,Blida,BTPH,Crédit immobilier,14.3,84200.0,62800.0,391000.0,11600.0,36,4.4,79.2,0.351,2,1,45,1,22.8,2600.0,18.7
BNA004090,Mansouri,Yacine,PME,Actif,Compte épargne,35,Tlemcen,Services,Crédit d'exploitation,4.2,201500.0,44800.0,2284000.0,36600.0,84,8.87,35.0,0.802,0,0,0,0,4.0,259700.0,66.4
BNA004091,Benyahia,Salim,Particulier,Actif,Compte entreprise,29,Alger,Transport,Crédit d'investissement,9.1,143000.0,90600.0,1058000.0,25600.0,48,7.62,93.5,0.417,1,0,45,0,53.1,255500.0,79.0
BNA004092,Yahiaoui,Karim,PME,Inactif,Compte courant,36,Biskra,Transport,Crédit équipement,6.0,692100.0,369000.0,4470000.0,83500.0,60,4.57,75.3,0.397,3,1,15,1,12.4,801400.0,79.0
BNA004093,Benali,Riad,Grande Entreprise,Actif,Compte professionnel,43,Alger,Commerce,Crédit personnel,6.6,1743400.0,832700.0,7848000.0,141500.0,72,9.0,85.3,0.469,3,0,60,0,26.2,-919500.0,62.3
BNA004094,Belaid,Farid,Particulier,Actif,Compte entreprise,40,Oran,Agriculture,Crédit équipement,3.5,58900.0,15000.0,804000.0,19500.0,48,7.61,46.3,0.81,0,0,0,0,16.0,170500.0,118.4
BNA004095,Djelloul,Oussama,Particulier,Actif,Compte courant,65,Batna,Santé,Crédit d'exploitation,9.1,89600.0,55900.0,385000.0,11800.0,36,6.73,46.6,0.399,4,1,5,4,60.8,17500.0,76.8
BNA004096,Larbi,Aymen,Grande Entreprise,Actif,Compte entreprise,25,Annaba,BTPH,Crédit d'investissement,4.7,1488100.0,178900.0,3378000.0,53900.0,72,4.67,25.4,0.85,0,0,0,0,6.7,3192900.0,108.4
BNA004097,Mansouri,Bilal,Particulier,Actif,Compte courant,32,Tlemcen,BTPH,Crédit d'investissement,2.2,76600.0,50500.0,792000.0,13800.0,72,7.8,74.9,0.263,3,1,180,0,34.1,44100.0,67.5
BNA004098,Dahmani,Hichem,Particulier,Actif,Compte épargne,39,Alger,Santé,Crédit immobilier,3.0,110400.0,18400.0,450000.0,10700.0,48,6.61,35.9,0.724,1,0,0,0,30.3,262400.0,152.4
BNA004099,Khelifi,Nabil,Professionnel,Actif,Compte professionnel,53,Oran,Transport,Crédit d'investissement,5.5,337400.0,167900.0,5207000.0,70200.0,84,3.59,52.6,0.762,0,2,180,1,48.9,81600.0,98.2
BNA004100,Djelloul,Nabil,Particulier,Actif,Compte épargne,32,Oran,Pharmacie,Crédit d'investissement,9.7,73500.0,39100.0,535000.0,24400.0,24,8.91,55.4,0.308,2,1,30,3,42.5,-7000.0,49.4
BNA004101,Gacem,Abdelkader,Particulier,Actif,Compte professionnel,38,Béjaïa,Agriculture,Crédit immobilier,6.7,104700.0,30900.0,401000.0,7300.0,60,3.35,53.2,0.503,2,2,60,3,50.0,71800.0,73.6
BNA004102,Meziane,Rachid,Particulier,Actif,Compte courant,50,Sétif,Services,Crédit d'investissement,7.6,113400.0,31200.0,1758000.0,39800.0,48,4.14,36.3,0.486,0,0,0,0,21.1,217800.0,51.4
BNA004103,Benyahia,Karim,Particulier,Actif,Compte courant,32,Sétif,Industrie,Crédit immobilier,11.3,48600.0,37400.0,341000.0,14900.0,24,4.33,69.4,0.083,0,0,90,3,51.3,32700.0,94.9
BNA004104,Dahmani,Hichem,Particulier,Actif,Compte épargne,57,Djelfa,BTPH,Crédit d'investissement,3.6,53200.0,20300.0,344000.0,7300.0,60,9.7,100.0,0.639,1,0,120,2,28.9,7800.0,81.2
BNA004105,Chibani,Youcef,Professionnel,Actif,Compte courant,42,Oran,Commerce,Crédit d'investissement,5.7,226200.0,156900.0,2176000.0,40700.0,60,4.61,64.2,0.201,1,1,150,4,38.2,-303000.0,51.6
BNA004106,Mansouri,Kamel,Particulier,Actif,Compte professionnel,41,Béjaïa,Transport,Crédit d'exploitation,4.2,118600.0,66800.0,1110000.0,27900.0,48,9.44,54.0,0.435,2,1,30,3,43.7,115000.0,56.0
BNA004107,Belkacem,Yacine,Grande Entreprise,Actif,Compte épargne,55,Alger,Agriculture,Crédit équipement,20.0,1346900.0,396300.0,12465000.0,396100.0,36,8.96,20.2,0.897,1,0,0,1,16.0,1592700.0,90.9
BNA004108,Cherif,Ahmed,Particulier,Actif,Compte courant,53,Sétif,Industrie,Crédit d'investissement,10.7,173000.0,28300.0,962000.0,15100.0,72,4.07,49.0,0.832,0,0,0,0,30.9,258600.0,81.6
BNA004109,Chibani,Abdelkader,Particulier,Actif,Compte courant,29,Biskra,BTPH,Crédit d'exploitation,2.2,55800.0,19700.0,580000.0,17000.0,36,3.44,87.0,0.569,3,2,30,1,40.6,-93000.0,78.2
BNA004110,Slimani,Sofiane,Particulier,Actif,Compte courant,24,Djelfa,Pharmacie,Crédit personnel,8.4,119700.0,63500.0,1101000.0,19200.0,72,7.72,22.5,0.605,0,0,0,0,34.7,105000.0,71.2
BNA004111,Zerrouki,Farid,PME,Actif,Compte courant,40,Blida,BTPH,Crédit personnel,0.5,319300.0,40300.0,2203000.0,40900.0,60,4.35,57.8,0.752,0,0,0,0,22.5,1703600.0,125.8
BNA004112,Mokhtar,Ibrahim,PME,Inactif,Compte courant,24,Alger,Agriculture,Crédit personnel,11.7,517500.0,250400.0,1031000.0,14800.0,84,5.55,63.4,0.72,0,0,0,0,27.1,1683500.0,118.5
BNA004113,Meziane,Salim,PME,Actif,Compte courant,60,Djelfa,Services,Crédit d'exploitation,7.8,778100.0,571100.0,3729000.0,88800.0,48,6.7,63.2,0.312,0,1,30,3,33.5,853600.0,23.0
BNA004114,Ferhat,Ilyes,Grande Entreprise,Actif,Compte courant,51,Sétif,Pharmacie,Crédit d'investissement,7.4,890700.0,239100.0,4289000.0,76800.0,72,8.77,16.8,0.727,0,0,0,0,27.8,2587600.0,74.9
BNA004115,Djelloul,Oussama,PME,Actif,Compte professionnel,33,Constantine,Industrie,Crédit d'investissement,14.0,1523700.0,1146300.0,10712000.0,266400.0,48,8.98,72.6,0.177,2,2,60,1,44.4,523500.0,69.8
BNA004116,Benali,Anis,PME,Actif,Compte courant,27,Laghouat,Industrie,Crédit d'exploitation,3.1,1343600.0,670300.0,6493000.0,202500.0,36,7.68,72.2,0.349,0,0,0,3,29.1,-241600.0,78.9
BNA004117,Mokhtar,Adel,Particulier,Actif,Compte courant,32,Béjaïa,Commerce,Crédit équipement,9.1,71000.0,15000.0,545000.0,16800.0,36,6.98,11.4,0.803,0,0,0,0,25.7,154100.0,92.4
BNA004118,Bensalem,Anis,Professionnel,Actif,Compte courant,60,Tlemcen,Commerce,Crédit équipement,3.6,158600.0,77600.0,1613000.0,37400.0,48,5.41,76.9,0.225,1,2,45,3,35.6,71600.0,58.5
BNA004119,Belaid,Walid,Professionnel,Actif,Compte courant,42,Béjaïa,BTPH,Crédit d'investissement,4.7,66900.0,15000.0,1127000.0,27500.0,48,7.9,10.7,0.799,0,0,0,0,38.3,263900.0,122.4
BNA004120,Yahiaoui,Samir,Particulier,Actif,Compte professionnel,56,Sétif,Services,Crédit personnel,9.5,94800.0,26000.0,1157000.0,18600.0,72,5.03,41.0,0.881,0,0,0,0,25.3,204900.0,60.0
BNA004121,Larbi,Adel,Particulier,Actif,Compte courant,48,Batna,Industrie,Crédit d'exploitation,5.3,54200.0,19100.0,522000.0,15500.0,36,4.19,80.8,0.208,1,0,60,0,67.8,69800.0,76.7
BNA004122,Yahiaoui,Imad,PME,Actif,Compte courant,45,Djelfa,Services,Crédit immobilier,16.9,520100.0,103300.0,10412000.0,194000.0,60,4.48,38.7,0.699,1,0,0,0,26.0,1039500.0,143.0
BNA004123,Hadji,Mourad,Particulier,Actif,Compte épargne,53,Tlemcen,Transport,Crédit d'exploitation,3.7,137800.0,84700.0,1759000.0,32300.0,60,3.88,57.3,0.679,1,0,30,2,65.4,-139600.0,92.2
BNA004124,Mokhtar,Adel,PME,Actif,Compte professionnel,23,Djelfa,Commerce,Crédit personnel,17.8,1646500.0,817400.0,20385000.0,593900.0,36,3.12,70.3,0.102,2,2,30,0,39.8,501200.0,68.4
BNA004125,Mebarki,Anis,PME,Actif,Compte entreprise,49,Sétif,Agriculture,Crédit immobilier,9.6,335000.0,212800.0,2918000.0,94000.0,36,9.86,83.9,0.443,4,0,30,0,67.1,-69900.0,67.8
BNA004126,Belaid,Oussama,Particulier,Actif,Compte courant,31,Constantine,Santé,Crédit personnel,5.6,58300.0,33000.0,649000.0,20100.0,36,7.14,69.5,0.227,1,2,45,1,59.4,-22100.0,103.9
BNA004127,Benyahia,Ilyes,PME,Actif,Compte courant,24,Alger,Transport,Crédit personnel,8.8,330900.0,183700.0,2525000.0,36400.0,84,5.63,82.2,0.574,3,0,90,3,41.6,143200.0,78.0
BNA004128,Haddad,Sofiane,Professionnel,Suspendu,Compte courant,65,Annaba,BTPH,Crédit d'investissement,9.2,196500.0,64800.0,997000.0,23900.0,48,7.07,26.2,0.972,1,0,10,1,27.0,354400.0,108.8
BNA004129,Guediri,Bilal,Particulier,Actif,Compte courant,46,Tlemcen,BTPH,Crédit personnel,10.4,76300.0,15000.0,386000.0,16800.0,24,4.46,39.3,0.6,0,0,0,0,15.1,319000.0,62.5
BNA004130,Mokhtar,Nabil,Professionnel,Actif,Compte épargne,45,Constantine,BTPH,Crédit personnel,4.3,136500.0,21000.0,872000.0,25500.0,36,3.34,29.4,0.805,0,0,0,0,23.7,185700.0,122.0
BNA004131,Brahimi,Mourad,Particulier,Actif,Compte professionnel,39,Laghouat,Agriculture,Crédit d'investissement,7.6,161700.0,110600.0,972000.0,19100.0,60,6.63,75.6,0.201,1,1,180,3,33.2,-97500.0,99.3
BNA004132,Benali,Bilal,PME,Actif,Compte épargne,24,Laghouat,Industrie,Crédit personnel,9.9,589100.0,291800.0,2911000.0,84800.0,36,3.14,91.0,0.316,2,2,30,2,38.1,173500.0,49.3
BNA004133,Larbi,Abdelkader,Particulier,Actif,Compte épargne,62,Béjaïa,Commerce,Crédit immobilier,5.5,87100.0,55100.0,1201000.0,30200.0,48,9.51,92.7,0.483,0,0,90,2,26.0,37000.0,74.6
BNA004134,Yahiaoui,Nabil,Professionnel,Actif,Compte courant,53,Constantine,Agriculture,Crédit d'investissement,1.8,200100.0,33000.0,1213000.0,37800.0,36,7.67,20.6,0.597,1,0,0,0,19.2,242400.0,70.1
BNA004135,Haddad,Zakaria,Particulier,Actif,Compte courant,48,Laghouat,BTPH,Crédit d'exploitation,2.5,77300.0,23900.0,719000.0,21700.0,36,5.49,57.0,0.74,0,0,0,0,14.4,296500.0,151.0
BNA004136,Nouri,Nassim,PME,Actif,Compte entreprise,24,Tlemcen,Industrie,Crédit d'investissement,12.0,450700.0,329700.0,3288000.0,148900.0,24,8.13,53.5,0.698,1,1,10,5,27.1,365900.0,46.5
BNA004137,Rahmani,Samir,Particulier,Actif,Compte courant,52,Constantine,Commerce,Crédit immobilier,10.3,173000.0,96000.0,462000.0,10300.0,48,3.39,49.2,0.659,2,1,60,1,70.7,-88700.0,80.6
BNA004138,Dahmani,Bilal,Professionnel,Actif,Compte courant,38,Sétif,Agriculture,Crédit équipement,6.5,117700.0,25500.0,2617000.0,45200.0,72,7.44,43.5,0.687,0,0,0,0,24.8,324000.0,112.7
BNA004139,Larbi,Mohamed,Particulier,Actif,Compte épargne,37,Béjaïa,BTPH,Crédit immobilier,7.0,82500.0,63800.0,906000.0,26400.0,36,3.19,74.3,0.468,0,0,45,2,49.3,51800.0,41.5
BNA004140,Touati,Riad,Professionnel,Actif,Compte épargne,41,Alger,Santé,Crédit d'exploitation,8.0,371100.0,155700.0,5139000.0,443800.0,12,6.63,71.6,0.186,2,0,45,6,33.8,-48100.0,96.8
BNA004141,Nouri,Nassim,Particulier,Actif,Compte courant,46,Béjaïa,Industrie,Crédit personnel,4.2,69100.0,35200.0,1000000.0,21300.0,60,10.13,74.9,0.572,1,0,180,1,49.3,-59300.0,130.1
BNA004142,Touati,Abdelkader,Grande Entreprise,Actif,Compte épargne,44,Blida,Industrie,Crédit immobilier,6.5,618300.0,381900.0,1352000.0,59400.0,24,5.16,35.0,0.353,2,1,45,1,33.5,235800.0,85.1
BNA004143,Larbi,Karim,Professionnel,Actif,Compte épargne,37,Djelfa,Services,Crédit personnel,0.9,260700.0,66900.0,1145000.0,23700.0,60,8.93,35.7,0.717,0,0,5,0,34.0,773300.0,82.6
BNA004144,Ferhat,Hichem,Particulier,Actif,Compte entreprise,38,Blida,Commerce,Crédit d'investissement,6.5,74700.0,46500.0,620000.0,19400.0,36,7.82,78.5,0.244,3,2,120,3,75.1,18900.0,55.1
BNA004145,Mokhtar,Zakaria,Particulier,Actif,Compte courant,40,Blida,Pharmacie,Crédit personnel,4.6,113300.0,73800.0,2174000.0,40200.0,72,9.95,71.6,0.47,0,1,0,2,74.6,37900.0,98.0
BNA004146,Amrani,Nassim,Particulier,Actif,Compte professionnel,28,Djelfa,Transport,Crédit personnel,4.1,76600.0,16800.0,1662000.0,23500.0,84,4.99,26.7,0.877,0,0,0,0,18.7,309400.0,151.0
BNA004147,Chibani,Ahmed,Particulier,Actif,Compte épargne,26,Constantine,Transport,Crédit d'exploitation,4.1,81900.0,37000.0,646000.0,15300.0,48,6.4,47.4,0.224,0,1,45,2,45.5,26700.0,32.5
BNA004148,Mokhtar,Amine,Particulier,Actif,Compte courant,27,Batna,Agriculture,Crédit d'exploitation,3.0,78600.0,43600.0,403000.0,12400.0,36,7.0,77.6,0.383,2,1,90,1,40.5,38200.0,67.9
BNA004149,Chibani,Ibrahim,Particulier,Actif,Compte professionnel,46,Oran,Pharmacie,Crédit équipement,5.8,81800.0,27900.0,961000.0,15100.0,84,8.26,71.0,0.671,0,0,0,0,22.4,185700.0,47.9
BNA004150,Benali,Ibrahim,Particulier,Actif,Compte courant,46,Biskra,Commerce,Crédit immobilier,17.0,56900.0,43000.0,269000.0,12300.0,24,9.05,73.3,0.639,3,3,10,1,31.2,-46700.0,106.1
BNA004151,Larbi,Salim,Particulier,Actif,Compte courant,61,Laghouat,Pharmacie,Crédit personnel,7.2,127400.0,91600.0,793000.0,19400.0,48,7.98,87.3,0.55,3,1,0,0,44.5,67100.0,62.5
BNA004152,Khelifi,Bilal,Grande Entreprise,Actif,Compte professionnel,26,Tlemcen,Pharmacie,Crédit d'exploitation,17.9,539700.0,99100.0,2156000.0,39800.0,72,9.91,14.8,0.885,0,0,0,0,11.1,1354700.0,170.7
BNA004153,Hadji,Imad,Particulier,Actif,Compte courant,54,Batna,Services,Crédit personnel,17.1,80900.0,34600.0,954000.0,14000.0,84,6.16,85.0,0.126,2,2,120,2,52.3,41300.0,58.2
BNA004154,Yahiaoui,Nabil,Particulier,Actif,Compte professionnel,53,Djelfa,Pharmacie,Crédit équipement,5.9,86700.0,17400.0,605000.0,15100.0,48,9.2,11.4,0.791,0,0,0,0,22.5,27400.0,102.6
BNA004155,Djelloul,Islam,Particulier,Actif,Compte épargne,50,Béjaïa,Services,Crédit d'exploitation,2.1,61400.0,22600.0,323000.0,10000.0,36,7.49,91.1,0.43,0,1,45,6,54.1,119600.0,53.1
BNA004156,Saidi,Kamel,PME,Actif,Compte professionnel,56,Béjaïa,Transport,Crédit d'exploitation,6.5,612900.0,249400.0,6590000.0,154200.0,48,5.8,91.1,0.284,2,3,120,3,45.3,-283100.0,61.2
BNA004157,Khelifi,Farid,Professionnel,Inactif,Compte courant,34,Oran,Pharmacie,Crédit d'exploitation,9.3,527900.0,346900.0,7740000.0,189200.0,48,8.07,96.2,0.659,0,1,60,1,31.3,-76500.0,97.3
BNA004158,Guediri,Oussama,Particulier,Actif,Compte courant,47,Djelfa,Agriculture,Crédit personnel,8.7,74700.0,38100.0,652000.0,15400.0,48,6.17,83.7,0.467,1,1,30,2,40.5,18700.0,99.5
BNA004159,Cherif,Samir,Particulier,Actif,Compte entreprise,26,Djelfa,Agriculture,Crédit personnel,14.1,102700.0,70200.0,1069000.0,16600.0,84,7.82,78.2,0.832,1,1,15,1,48.7,132000.0,39.9
BNA004160,Zerrouki,Zakaria,PME,Actif,Compte courant,63,Djelfa,BTPH,Crédit personnel,9.4,1054700.0,366200.0,7040000.0,134500.0,60,5.49,83.1,0.707,2,1,90,0,58.2,-538800.0,97.6
BNA004161,Benali,Adel,Grande Entreprise,Actif,Compte épargne,53,Annaba,Industrie,Crédit personnel,0.5,2893500.0,2190500.0,13927000.0,330400.0,48,6.52,97.9,0.288,1,2,150,1,32.0,4864200.0,37.3
BNA004162,Rahmani,Youcef,Particulier,Actif,Compte épargne,47,Blida,Agriculture,Crédit immobilier,13.1,64000.0,45700.0,376000.0,8800.0,48,5.55,71.0,0.403,3,3,30,5,52.3,-101200.0,115.2
BNA004163,Saidi,Mourad,Professionnel,Actif,Compte épargne,31,Annaba,Santé,Crédit d'investissement,2.7,281400.0,82100.0,2409000.0,108000.0,24,7.15,60.8,0.766,0,0,0,0,5.9,1141400.0,114.5
BNA004164,Rahmani,Oussama,Professionnel,Actif,Compte épargne,53,Tlemcen,Agriculture,Crédit immobilier,5.4,250400.0,113300.0,1436000.0,30500.0,60,9.95,60.9,0.269,2,3,60,1,22.2,136600.0,46.4
BNA004165,Benali,Salim,Professionnel,Actif,Compte épargne,48,Laghouat,Agriculture,Crédit d'exploitation,2.0,225600.0,30600.0,3242000.0,82900.0,48,10.45,20.2,0.959,1,0,10,0,15.9,436400.0,157.3
BNA004166,Belaid,Walid,Particulier,Actif,Compte entreprise,34,Batna,Pharmacie,Crédit immobilier,4.7,86000.0,59300.0,612000.0,18900.0,36,7.14,78.2,0.168,1,2,45,1,52.2,31200.0,47.9
BNA004167,Brahimi,Ahmed,Professionnel,Actif,Compte professionnel,64,Blida,Industrie,Crédit personnel,12.4,96200.0,15000.0,1370000.0,21500.0,72,4.15,6.2,0.741,1,0,0,0,29.3,138600.0,132.5
BNA004168,Benali,Samir,Particulier,Actif,Compte courant,52,Batna,BTPH,Crédit immobilier,6.5,51400.0,35900.0,778000.0,25100.0,36,10.07,73.3,0.636,1,0,90,1,33.1,4500.0,105.1
BNA004169,Haddad,Sofiane,Professionnel,Actif,Compte épargne,52,Tlemcen,Santé,Crédit équipement,10.7,203400.0,124500.0,2643000.0,115900.0,24,4.98,90.9,0.442,3,2,15,1,39.9,-15900.0,98.0
BNA004170,Zerrouki,Youcef,PME,Actif,Compte courant,40,Béjaïa,Santé,Crédit équipement,7.5,1310300.0,1055400.0,8053000.0,185400.0,48,4.98,58.1,0.705,2,0,30,4,36.4,28700.0,67.7
BNA004171,Guediri,Riad,PME,Actif,Compte épargne,27,Béjaïa,Transport,Crédit équipement,8.4,288400.0,180900.0,2168000.0,40700.0,60,4.78,78.2,0.088,1,0,90,3,67.4,5600.0,130.9
BNA004172,Benyahia,Walid,Particulier,Actif,Compte épargne,32,Djelfa,Services,Crédit personnel,5.2,47900.0,15000.0,540000.0,11300.0,60,9.23,38.5,0.784,0,0,0,0,31.7,161300.0,45.2
BNA004173,Amrani,Youcef,Particulier,Actif,Compte épargne,41,Biskra,Industrie,Crédit d'investissement,4.7,50700.0,33800.0,200000.0,4900.0,48,8.25,40.6,0.742,0,1,10,1,31.7,-33100.0,90.6
BNA004174,Hadji,Walid,Particulier,Actif,Compte épargne,37,Alger,Agriculture,Crédit d'exploitation,4.5,189200.0,107100.0,3177000.0,273100.0,12,5.78,100.0,0.49,0,1,90,0,52.2,119000.0,59.4
BNA004175,Amrani,Nassim,Professionnel,Actif,Compte courant,32,Sétif,Services,Crédit personnel,11.7,181300.0,88900.0,1595000.0,36600.0,48,4.84,66.9,0.628,2,0,45,0,21.0,-105200.0,94.8
BNA004176,Belaid,Oussama,Particulier,Inactif,Compte courant,33,Laghouat,Pharmacie,Crédit immobilier,14.7,131000.0,98700.0,1211000.0,22300.0,60,3.94,55.7,0.383,3,0,45,2,45.6,-119000.0,60.1
BNA004177,Mokhtar,Farid,PME,Actif,Compte professionnel,28,Annaba,Services,Crédit d'exploitation,6.7,1594400.0,445200.0,18094000.0,264700.0,84,6.04,75.1,0.679,2,1,90,0,47.8,-167000.0,68.0
BNA004178,Khelifi,Samir,Particulier,Actif,Compte professionnel,38,Constantine,Services,Crédit personnel,4.5,118000.0,76500.0,822000.0,15300.0,72,10.13,79.0,0.424,0,4,120,1,55.1,207000.0,72.2
BNA004179,Brahimi,Abdelkader,Particulier,Actif,Compte courant,56,Laghouat,Transport,Crédit personnel,8.4,141200.0,105500.0,1332000.0,31900.0,48,6.95,94.9,0.424,1,0,45,1,53.3,98500.0,36.3
BNA004180,Hadji,Kamel,PME,Actif,Compte professionnel,30,Laghouat,Santé,Crédit immobilier,1.0,396300.0,138300.0,1488000.0,33800.0,48,4.38,65.7,0.752,5,2,60,1,71.6,-624900.0,105.8
BNA004181,Nouri,Abdelkader,Particulier,Actif,Compte entreprise,62,Djelfa,Industrie,Crédit personnel,3.2,64000.0,15600.0,400000.0,12800.0,36,9.41,41.7,0.873,0,0,30,0,22.0,192500.0,134.8
BNA004182,Djelloul,Ilyes,PME,Actif,Compte entreprise,61,Béjaïa,Services,Crédit d'investissement,6.5,842600.0,674400.0,6207000.0,180600.0,36,3.04,73.3,0.727,3,2,30,2,35.9,-746400.0,108.4
BNA004183,Hadji,Abdelkader,Particulier,Actif,Compte courant,39,Biskra,BTPH,Crédit d'investissement,6.6,103200.0,84800.0,764000.0,65900.0,12,6.55,79.3,0.767,1,0,30,0,25.1,-5500.0,65.0
BNA004184,Boudiaf,Ibrahim,Particulier,Actif,Compte courant,54,Djelfa,Santé,Crédit d'exploitation,6.1,55800.0,40200.0,693000.0,21200.0,36,6.35,100.0,0.151,0,3,150,2,42.4,22000.0,52.5
BNA004185,Amrani,Amine,Particulier,Actif,Compte courant,52,Oran,Pharmacie,Crédit personnel,20.0,101000.0,46300.0,999000.0,16000.0,84,8.79,86.7,0.273,3,1,10,1,27.9,-68100.0,48.9
BNA004186,Djelloul,Ahmed,PME,Actif,Compte entreprise,65,Béjaïa,Commerce,Crédit d'exploitation,5.6,761000.0,133100.0,7978000.0,154200.0,60,6.0,30.2,0.767,1,0,0,0,15.1,564300.0,71.8
BNA004187,Meziane,Nassim,Particulier,Actif,Compte épargne,45,Oran,BTPH,Crédit personnel,9.6,79700.0,25100.0,627000.0,11500.0,60,3.66,2.0,0.72,0,1,10,1,17.3,404000.0,104.6
BNA004188,Saidi,Ibrahim,Particulier,Actif,Compte courant,31,Batna,BTPH,Crédit d'exploitation,6.8,56600.0,15000.0,928000.0,18400.0,60,7.09,30.0,0.921,0,0,0,1,20.4,75700.0,145.8
BNA004189,Touati,Nassim,Particulier,Actif,Compte courant,63,Djelfa,Transport,Crédit d'exploitation,2.5,64300.0,46300.0,393000.0,8400.0,60,10.45,60.5,0.599,1,2,60,2,26.5,-15500.0,55.1
BNA004190,Cherif,Oussama,Grande Entreprise,Actif,Compte courant,36,Béjaïa,Transport,Crédit personnel,4.8,1034900.0,689500.0,4950000.0,92500.0,60,4.58,58.8,0.316,3,0,90,4,51.5,-417500.0,75.7
BNA004191,Yahiaoui,Ahmed,Professionnel,Actif,Compte entreprise,45,Béjaïa,Services,Crédit équipement,5.8,185200.0,119500.0,2417000.0,110300.0,24,8.9,68.7,0.377,1,1,45,1,46.9,580300.0,53.4
BNA004192,Zerrouki,Kamel,PME,Inactif,Compte courant,43,Djelfa,BTPH,Crédit d'exploitation,3.9,1071100.0,482800.0,6696000.0,121800.0,72,9.32,100.0,0.23,1,0,90,3,57.9,1306000.0,34.0
BNA004193,Mokhtar,Mourad,PME,Actif,Compte courant,61,Tlemcen,Commerce,Crédit immobilier,7.4,1093200.0,453700.0,6683000.0,163100.0,48,7.97,80.3,0.637,0,0,90,1,52.2,46000.0,70.3
BNA004194,Mokhtar,Mohamed,Particulier,Actif,Compte épargne,29,Sétif,Pharmacie,Crédit immobilier,3.1,70400.0,32300.0,814000.0,15300.0,60,4.87,48.7,0.057,1,1,45,0,21.3,-43400.0,31.0
BNA004195,Brahimi,Sofiane,Particulier,Inactif,Compte épargne,36,Béjaïa,Santé,Crédit équipement,11.7,117500.0,85300.0,1233000.0,36900.0,36,4.96,71.6,0.307,3,1,45,3,28.9,166700.0,60.0
BNA004196,Bensalem,Salim,Particulier,Actif,Compte épargne,26,Constantine,Pharmacie,Crédit immobilier,2.3,86600.0,15000.0,426000.0,10400.0,48,8.07,47.3,0.875,1,0,0,1,6.7,141800.0,137.0
